iid,id,gender,idg,wave,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr,sinc,intel,fun,amb,shar,dec
165,8,1,16,7,16.67,12.5,20.83,18.75,12.5,18.75,7,8,10,8,7,6,0
165,8,1,16,7,16.67,12.5,20.83,18.75,12.5,18.75,6,8,9,6,8,5,0
165,8,1,16,7,16.67,12.5,20.83,18.75,12.5,18.75,8,7,9,7,7,7,1
165,8,1,16,7,16.67,12.5,20.83,18.75,12.5,18.75,7,8,8,10,8,5,1
165,8,1,16,7,16.67,12.5,20.83,18.75,12.5,18.75,8,8,9,6,9,5,1
165,8,1,16,7,16.67,12.5,20.83,18.75,12.5,18.75,9,7,9,7,6,5,1
165,8,1,16,7,16.67,12.5,20.83,18.75,12.5,18.75,8,10,9,8,8,7,1
165,8,1,16,7,16.67,12.5,20.83,18.75,12.5,18.75,10,9,8,10,7,3,0
165,8,1,16,7,16.67,12.5,20.83,18.75,12.5,18.75,8,9,10,5,9,5,1
165,8,1,16,7,16.67,12.5,20.83,18.75,12.5,18.75,7,8,8,6,7,5,0
165,8,1,16,7,16.67,12.5,20.83,18.75,12.5,18.75,10,8,8,8,10,3,0
165,8,1,16,7,16.67,12.5,20.83,18.75,12.5,18.75,9,9,8,6,5,5,0
165,8,1,16,7,16.67,12.5,20.83,18.75,12.5,18.75,7,8,7,7,8,6,0
165,8,1,16,7,16.67,12.5,20.83,18.75,12.5,18.75,9,7,8,6,8,5,1
166,9,1,18,7,27.78,19.44,19.44,27.78,2.78,2.78,4,4,8,4,,,0
166,9,1,18,7,27.78,19.44,19.44,27.78,2.78,2.78,3,7,7,5,,,0
166,9,1,18,7,27.78,19.44,19.44,27.78,2.78,2.78,7,7,9,9,,,1
166,9,1,18,7,27.78,19.44,19.44,27.78,2.78,2.78,5,7,7,6,,,0
166,9,1,18,7,27.78,19.44,19.44,27.78,2.78,2.78,7,7,7,7,,,0
166,9,1,18,7,27.78,19.44,19.44,27.78,2.78,2.78,8,8,8,9,,,1
166,9,1,18,7,27.78,19.44,19.44,27.78,2.78,2.78,8,8,8,8,8,,1
166,9,1,18,7,27.78,19.44,19.44,27.78,2.78,2.78,7,7,7,7,,,1
166,9,1,18,7,27.78,19.44,19.44,27.78,2.78,2.78,5,7,9,8,9,,0
166,9,1,18,7,27.78,19.44,19.44,27.78,2.78,2.78,8,8,8,8,,,0
166,9,1,18,7,27.78,19.44,19.44,27.78,2.78,2.78,8,8,,5,,,0
166,9,1,18,7,27.78,19.44,19.44,27.78,2.78,2.78,6,7,7,4,,,0
166,9,1,18,7,27.78,19.44,19.44,27.78,2.78,2.78,7,7,7,7,,,1
166,9,1,18,7,27.78,19.44,19.44,27.78,2.78,2.78,7,7,7,7,,,1
166,9,1,18,7,27.78,19.44,19.44,27.78,2.78,2.78,7,7,7,7,,,1
166,9,1,18,7,27.78,19.44,19.44,27.78,2.78,2.78,8,8,8,8,,,1
167,10,1,20,7,18.6,13.95,18.6,16.28,16.28,16.28,7,6,7,6,4,4,1
167,10,1,20,7,18.6,13.95,18.6,16.28,16.28,16.28,3,7,6,4,5,2,0
167,10,1,20,7,18.6,13.95,18.6,16.28,16.28,16.28,4,6,5,4,5,6,0
167,10,1,20,7,18.6,13.95,18.6,16.28,16.28,16.28,2,6,6,4,5,5,0
167,10,1,20,7,18.6,13.95,18.6,16.28,16.28,16.28,3,6,8,2,5,3,0
167,10,1,20,7,18.6,13.95,18.6,16.28,16.28,16.28,3,6,5,8,2,4,0
167,10,1,20,7,18.6,13.95,18.6,16.28,16.28,16.28,6,5,6,5,4,3,1
167,10,1,20,7,18.6,13.95,18.6,16.28,16.28,16.28,6,6,6,5,4,4,1
167,10,1,20,7,18.6,13.95,18.6,16.28,16.28,16.28,7,5,6,7,5,4,1
167,10,1,20,7,18.6,13.95,18.6,16.28,16.28,16.28,8,8,5,4,3,4,1
167,10,1,20,7,18.6,13.95,18.6,16.28,16.28,16.28,7,8,8,6,5,3,1
167,10,1,20,7,18.6,13.95,18.6,16.28,16.28,16.28,4,8,6,5,6,4,0
167,10,1,20,7,18.6,13.95,18.6,16.28,16.28,16.28,5,7,7,6,6,6,1
167,10,1,20,7,18.6,13.95,18.6,16.28,16.28,16.28,6,6,5,4,4,3,1
167,10,1,20,7,18.6,13.95,18.6,16.28,16.28,16.28,7,6,6,5,6,4,1
167,10,1,20,7,18.6,13.95,18.6,16.28,16.28,16.28,6,7,6,6,5,4,1
168,11,1,22,7,11.11,17.78,17.78,17.78,17.78,17.78,8,8,7,7,7,8,1
168,11,1,22,7,11.11,17.78,17.78,17.78,17.78,17.78,5,5,5,6,6,6,0
168,11,1,22,7,11.11,17.78,17.78,17.78,17.78,17.78,8,8,8,8,8,8,1
168,11,1,22,7,11.11,17.78,17.78,17.78,17.78,17.78,7,7,7,7,7,7,1
168,11,1,22,7,11.11,17.78,17.78,17.78,17.78,17.78,4,6,7,6,6,3,0
168,11,1,22,7,11.11,17.78,17.78,17.78,17.78,17.78,4,7,8,7,5,7,0
168,11,1,22,7,11.11,17.78,17.78,17.78,17.78,17.78,7,8,8,6,6,5,1
168,11,1,22,7,11.11,17.78,17.78,17.78,17.78,17.78,5,6,6,6,6,6,0
168,11,1,22,7,11.11,17.78,17.78,17.78,17.78,17.78,8,7,7,7,7,7,1
168,11,1,22,7,11.11,17.78,17.78,17.78,17.78,17.78,9,8,7,7,8,7,1
168,11,1,22,7,11.11,17.78,17.78,17.78,17.78,17.78,7,7,7,7,7,6,1
168,11,1,22,7,11.11,17.78,17.78,17.78,17.78,17.78,7,7,7,6,6,5,0
168,11,1,22,7,11.11,17.78,17.78,17.78,17.78,17.78,8,8,8,8,8,8,1
168,11,1,22,7,11.11,17.78,17.78,17.78,17.78,17.78,7,7,7,7,7,7,1
168,11,1,22,7,11.11,17.78,17.78,17.78,17.78,17.78,7,8,8,7,7,6,0
168,11,1,22,7,11.11,17.78,17.78,17.78,17.78,17.78,6,8,8,8,8,8,1
169,12,1,24,7,17.78,20,17.78,15.56,15.56,13.33,8,8,9,8,7,8,1
169,12,1,24,7,17.78,20,17.78,15.56,15.56,13.33,7,9,9,8,8,8,0
169,12,1,24,7,17.78,20,17.78,15.56,15.56,13.33,8,7,8,9,7,9,0
169,12,1,24,7,17.78,20,17.78,15.56,15.56,13.33,7,9,9,8,9,8,0
169,12,1,24,7,17.78,20,17.78,15.56,15.56,13.33,7,8,9,7,8,7,0
169,12,1,24,7,17.78,20,17.78,15.56,15.56,13.33,10,8,8,9,8,,1
169,12,1,24,7,17.78,20,17.78,15.56,15.56,13.33,9,9,9,,9,,1
169,12,1,24,7,17.78,20,17.78,15.56,15.56,13.33,9,8,9,8,8,8,0
169,12,1,24,7,17.78,20,17.78,15.56,15.56,13.33,7,8,9,7,9,8,0
169,12,1,24,7,17.78,20,17.78,15.56,15.56,13.33,9,9,9,9,8,7,1
169,12,1,24,7,17.78,20,17.78,15.56,15.56,13.33,10,9,8,7,8,6,0
169,12,1,24,7,17.78,20,17.78,15.56,15.56,13.33,9,10,8,7,8,6,0
169,12,1,24,7,17.78,20,17.78,15.56,15.56,13.33,10,9,9,9,9,10,1
169,12,1,24,7,17.78,20,17.78,15.56,15.56,13.33,9,8,8,8,8,8,0
169,12,1,24,7,17.78,20,17.78,15.56,15.56,13.33,8,8,10,8,10,8,0
169,12,1,24,7,17.78,20,17.78,15.56,15.56,13.33,10,8,8,9,9,8,1
170,13,1,26,7,16.28,20.93,18.6,18.6,13.95,11.63,7,7,7,7,5,7,1
170,13,1,26,7,16.28,20.93,18.6,18.6,13.95,11.63,5,7,7,5,7,3,0
170,13,1,26,7,16.28,20.93,18.6,18.6,13.95,11.63,,,,,,,0
170,13,1,26,7,16.28,20.93,18.6,18.6,13.95,11.63,6,7,6,6,6,8,1
170,13,1,26,7,16.28,20.93,18.6,18.6,13.95,11.63,5,7,7,6,6,5,1
170,13,1,26,7,16.28,20.93,18.6,18.6,13.95,11.63,7,7,7,6,6,7,1
170,13,1,26,7,16.28,20.93,18.6,18.6,13.95,11.63,6,6,7,5,8,5,1
170,13,1,26,7,16.28,20.93,18.6,18.6,13.95,11.63,7,7,7,6,6,6,1
170,13,1,26,7,16.28,20.93,18.6,18.6,13.95,11.63,6,7,7,7,6,7,1
170,13,1,26,7,16.28,20.93,18.6,18.6,13.95,11.63,8,7,7,8,7,5,1
170,13,1,26,7,16.28,20.93,18.6,18.6,13.95,11.63,5,7,6,5,6,5,0
170,13,1,26,7,16.28,20.93,18.6,18.6,13.95,11.63,5,7,7,6,5,7,1
170,13,1,26,7,16.28,20.93,18.6,18.6,13.95,11.63,6,6,7,5,7,7,1
170,13,1,26,7,16.28,20.93,18.6,18.6,13.95,11.63,6,7,7,6,6,6,1
170,13,1,26,7,16.28,20.93,18.6,18.6,13.95,11.63,6,8,8,7,8,8,1
170,13,1,26,7,16.28,20.93,18.6,18.6,13.95,11.63,6,6,6,5,7,6,1
171,14,1,28,7,19.57,10.87,19.57,19.57,19.57,10.87,7,8,9,9,8,7,1
171,14,1,28,7,19.57,10.87,19.57,19.57,19.57,10.87,5,8,9,6,7,9,0
171,14,1,28,7,19.57,10.87,19.57,19.57,19.57,10.87,8,9,9,9,8,10,1
171,14,1,28,7,19.57,10.87,19.57,19.57,19.57,10.87,6,8,9,5,8,3,1
171,14,1,28,7,19.57,10.87,19.57,19.57,19.57,10.87,6,8,9,6,7,7,1
171,14,1,28,7,19.57,10.87,19.57,19.57,19.57,10.87,5,6,7,9,7,4,0
171,14,1,28,7,19.57,10.87,19.57,19.57,19.57,10.87,7,7,7,6,8,6,1
171,14,1,28,7,19.57,10.87,19.57,19.57,19.57,10.87,8,7,8,6,9,10,1
171,14,1,28,7,19.57,10.87,19.57,19.57,19.57,10.87,7,9,9,7,8,5,1
171,14,1,28,7,19.57,10.87,19.57,19.57,19.57,10.87,9,9,8,8,7,6,1
171,14,1,28,7,19.57,10.87,19.57,19.57,19.57,10.87,7,7,8,5,7,4,1
171,14,1,28,7,19.57,10.87,19.57,19.57,19.57,10.87,6,8,8,6,7,4,1
171,14,1,28,7,19.57,10.87,19.57,19.57,19.57,10.87,9,7,8,8,10,5,1
171,14,1,28,7,19.57,10.87,19.57,19.57,19.57,10.87,10,8,8,8,9,6,1
171,14,1,28,7,19.57,10.87,19.57,19.57,19.57,10.87,6,8,9,9,10,4,1
171,14,1,28,7,19.57,10.87,19.57,19.57,19.57,10.87,9,8,9,9,10,5,1
172,15,1,30,7,17.78,17.78,22.22,20,15.56,6.67,8,7,6,7,7,6,1
172,15,1,30,7,17.78,17.78,22.22,20,15.56,6.67,,8,9,2,8,1,0
172,15,1,30,7,17.78,17.78,22.22,20,15.56,6.67,4,7,8,5,6,4,0
172,15,1,30,7,17.78,17.78,22.22,20,15.56,6.67,2,7,9,2,4,2,0
172,15,1,30,7,17.78,17.78,22.22,20,15.56,6.67,1,4,5,1,3,1,0
172,15,1,30,7,17.78,17.78,22.22,20,15.56,6.67,8,4,,7,8,6,1
172,15,1,30,7,17.78,17.78,22.22,20,15.56,6.67,7,4,6,9,8,4,1
172,15,1,30,7,17.78,17.78,22.22,20,15.56,6.67,6,4,7,5,6,7,1
172,15,1,30,7,17.78,17.78,22.22,20,15.56,6.67,4,6,8,4,6,3,0
172,15,1,30,7,17.78,17.78,22.22,20,15.56,6.67,8,7,8,6,8,6,1
172,15,1,30,7,17.78,17.78,22.22,20,15.56,6.67,7,8,8,4,6,3,1
172,15,1,30,7,17.78,17.78,22.22,20,15.56,6.67,4,6,8,2,,1,0
172,15,1,30,7,17.78,17.78,22.22,20,15.56,6.67,7,8,8,5,6,6,1
172,15,1,30,7,17.78,17.78,22.22,20,15.56,6.67,5,6,6,4,5,5,0
172,15,1,30,7,17.78,17.78,22.22,20,15.56,6.67,6,8,7,7,8,7,1
172,15,1,30,7,17.78,17.78,22.22,20,15.56,6.67,8,5,7,8,9,6,1
173,16,1,32,7,18.37,18.37,20.41,20.41,16.33,6.12,8,7,7,7,5,5,1
173,16,1,32,7,18.37,18.37,20.41,20.41,16.33,6.12,4,6,5,4,5,5,0
173,16,1,32,7,18.37,18.37,20.41,20.41,16.33,6.12,5,7,6,6,6,5,0
173,16,1,32,7,18.37,18.37,20.41,20.41,16.33,6.12,4,6,6,5,5,5,0
173,16,1,32,7,18.37,18.37,20.41,20.41,16.33,6.12,5,6,5,5,5,4,0
173,16,1,32,7,18.37,18.37,20.41,20.41,16.33,6.12,5,7,5,6,6,4,0
173,16,1,32,7,18.37,18.37,20.41,20.41,16.33,6.12,5,8,5,7,6,5,0
173,16,1,32,7,18.37,18.37,20.41,20.41,16.33,6.12,8,8,8,8,7,8,1
173,16,1,32,7,18.37,18.37,20.41,20.41,16.33,6.12,7,7,7,7,7,5,1
173,16,1,32,7,18.37,18.37,20.41,20.41,16.33,6.12,9,8,7,8,7,7,1
173,16,1,32,7,18.37,18.37,20.41,20.41,16.33,6.12,5,5,5,5,5,5,0
173,16,1,32,7,18.37,18.37,20.41,20.41,16.33,6.12,5,5,5,5,5,5,0
173,16,1,32,7,18.37,18.37,20.41,20.41,16.33,6.12,6,7,6,7,6,6,1
173,16,1,32,7,18.37,18.37,20.41,20.41,16.33,6.12,6,7,7,8,7,5,1
173,16,1,32,7,18.37,18.37,20.41,20.41,16.33,6.12,7,7,7,7,7,6,1
173,16,1,32,7,18.37,18.37,20.41,20.41,16.33,6.12,7,8,8,8,8,7,1
184,1,1,2,8,16.67,16.67,16.67,16.67,16.67,16.67,8,10,10,8,6,7,1
184,1,1,2,8,16.67,16.67,16.67,16.67,16.67,16.67,7,10,10,7,10,8,0
184,1,1,2,8,16.67,16.67,16.67,16.67,16.67,16.67,10,10,10,7,10,6,1
184,1,1,2,8,16.67,16.67,16.67,16.67,16.67,16.67,8,10,10,10,10,10,0
184,1,1,2,8,16.67,16.67,16.67,16.67,16.67,16.67,8,10,10,8,9,7,1
184,1,1,2,8,16.67,16.67,16.67,16.67,16.67,16.67,10,10,10,10,10,5,1
184,1,1,2,8,16.67,16.67,16.67,16.67,16.67,16.67,10,9,8,8,9,9,1
184,1,1,2,8,16.67,16.67,16.67,16.67,16.67,16.67,10,10,10,8,10,9,0
184,1,1,2,8,16.67,16.67,16.67,16.67,16.67,16.67,8,10,10,8,9,6,0
184,1,1,2,8,16.67,16.67,16.67,16.67,16.67,16.67,10,10,10,10,10,10,1
185,2,1,4,8,16.98,15.09,16.98,16.98,18.87,15.09,6,6,7,6,5,8,0
185,2,1,4,8,16.98,15.09,16.98,16.98,18.87,15.09,3,8,8,4,7,6,0
185,2,1,4,8,16.98,15.09,16.98,16.98,18.87,15.09,3,8,8,4,7,6,0
185,2,1,4,8,16.98,15.09,16.98,16.98,18.87,15.09,2,9,9,8,9,5,0
185,2,1,4,8,16.98,15.09,16.98,16.98,18.87,15.09,3,7,7,6,8,9,0
185,2,1,4,8,16.98,15.09,16.98,16.98,18.87,15.09,8,8,9,9,9,10,1
185,2,1,4,8,16.98,15.09,16.98,16.98,18.87,15.09,9,10,8,8,8,5,1
185,2,1,4,8,16.98,15.09,16.98,16.98,18.87,15.09,9,10,8,8,8,5,1
185,2,1,4,8,16.98,15.09,16.98,16.98,18.87,15.09,6,8,9,9,9,5,1
185,2,1,4,8,16.98,15.09,16.98,16.98,18.87,15.09,6,6,6,7,6,10,0
186,3,1,6,8,19.44,19.44,22.22,16.67,11.11,11.11,4,6,6,,5,,0
186,3,1,6,8,19.44,19.44,22.22,16.67,11.11,11.11,7,6,6,6,5,7,1
186,3,1,6,8,19.44,19.44,22.22,16.67,11.11,11.11,8,7,7,6,7,8,1
186,3,1,6,8,19.44,19.44,22.22,16.67,11.11,11.11,5,5,7,8,5,2,0
186,3,1,6,8,19.44,19.44,22.22,16.67,11.11,11.11,5,6,6,2,,5,1
186,3,1,6,8,19.44,19.44,22.22,16.67,11.11,11.11,7,7,7,8,7,6,1
186,3,1,6,8,19.44,19.44,22.22,16.67,11.11,11.11,7,7,,,,,1
186,3,1,6,8,19.44,19.44,22.22,16.67,11.11,11.11,6,8,8,,8,,1
186,3,1,6,8,19.44,19.44,22.22,16.67,11.11,11.11,5,7,6,5,5,,0
186,3,1,6,8,19.44,19.44,22.22,16.67,11.11,11.11,7,7,6,6,5,3,0
187,4,1,8,8,16.98,16.98,18.87,16.98,13.21,16.98,6,8,,,,10,1
187,4,1,8,8,16.98,16.98,18.87,16.98,13.21,16.98,6,,10,5,,,0
187,4,1,8,8,16.98,16.98,18.87,16.98,13.21,16.98,,,,,,,0
187,4,1,8,8,16.98,16.98,18.87,16.98,13.21,16.98,4,,,,,,0
187,4,1,8,8,16.98,16.98,18.87,16.98,13.21,16.98,,,,,,,0
187,4,1,8,8,16.98,16.98,18.87,16.98,13.21,16.98,7,7,7,8,,,1
187,4,1,8,8,16.98,16.98,18.87,16.98,13.21,16.98,,,7,7,,,1
187,4,1,8,8,16.98,16.98,18.87,16.98,13.21,16.98,,,,,,,0
187,4,1,8,8,16.98,16.98,18.87,16.98,13.21,16.98,,,,,,,0
187,4,1,8,8,16.98,16.98,18.87,16.98,13.21,16.98,4,,,1,,1,0
188,5,1,10,8,15.56,11.11,22.22,15.56,20,15.56,4,5,5,5,5,5,0
188,5,1,10,8,15.56,11.11,22.22,15.56,20,15.56,6,5,6,5,5,5,1
188,5,1,10,8,15.56,11.11,22.22,15.56,20,15.56,6,5,7,5,5,7,0
188,5,1,10,8,15.56,11.11,22.22,15.56,20,15.56,3,4,5,5,5,5,0
188,5,1,10,8,15.56,11.11,22.22,15.56,20,15.56,5,5,6,5,5,5,1
188,5,1,10,8,15.56,11.11,22.22,15.56,20,15.56,7,6,6,6,5,6,0
188,5,1,10,8,15.56,11.11,22.22,15.56,20,15.56,8,8,5,8,5,8,1
188,5,1,10,8,15.56,11.11,22.22,15.56,20,15.56,6,7,5,6,2,5,1
188,5,1,10,8,15.56,11.11,22.22,15.56,20,15.56,5,7,7,6,7,5,0
188,5,1,10,8,15.56,11.11,22.22,15.56,20,15.56,4,5,5,5,5,5,0
189,6,1,12,8,16.98,16.98,16.98,16.98,16.98,15.09,5,8,7,5,5,4,0
189,6,1,12,8,16.98,16.98,16.98,16.98,16.98,15.09,6,6,5,5,4,5,0
189,6,1,12,8,16.98,16.98,16.98,16.98,16.98,15.09,8,8,5,6,4,5,0
189,6,1,12,8,16.98,16.98,16.98,16.98,16.98,15.09,5,6,6,5,9,5,0
189,6,1,12,8,16.98,16.98,16.98,16.98,16.98,15.09,5,8,8,5,5,6,0
189,6,1,12,8,16.98,16.98,16.98,16.98,16.98,15.09,7,8,8,8,8,7,0
189,6,1,12,8,16.98,16.98,16.98,16.98,16.98,15.09,6,8,8,6,6,5,0
189,6,1,12,8,16.98,16.98,16.98,16.98,16.98,15.09,6,7,7,6,7,6,0
189,6,1,12,8,16.98,16.98,16.98,16.98,16.98,15.09,5,7,6,6,7,5,0
189,6,1,12,8,16.98,16.98,16.98,16.98,16.98,15.09,6,8,7,7,7,6,0
190,7,1,14,8,15.56,20,20,20,13.33,11.11,5,8,8,8,4,,0
190,7,1,14,8,15.56,20,20,20,13.33,11.11,9,8,8,9,8,10,1
190,7,1,14,8,15.56,20,20,20,13.33,11.11,9,,8,7,9,3,1
190,7,1,14,8,15.56,20,20,20,13.33,11.11,5,,5,8,5,,0
190,7,1,14,8,15.56,20,20,20,13.33,11.11,3,9,8,9,,9,0
190,7,1,14,8,15.56,20,20,20,13.33,11.11,10,8,10,9,9,5,1
190,7,1,14,8,15.56,20,20,20,13.33,11.11,7,5,7,7,,,1
190,7,1,14,8,15.56,20,20,20,13.33,11.11,6,9,,9,,,1
190,7,1,14,8,15.56,20,20,20,13.33,11.11,7,5,7,7,,,1
190,7,1,14,8,15.56,20,20,20,13.33,11.11,8,3,8,8,4,1,1
191,8,1,16,8,20.45,20.45,20.45,18.18,18.18,2.27,5,8,7,6,6,8,0
191,8,1,16,8,20.45,20.45,20.45,18.18,18.18,2.27,5,9,8,7,8,8,0
191,8,1,16,8,20.45,20.45,20.45,18.18,18.18,2.27,7,8,7,7,8,7,1
191,8,1,16,8,20.45,20.45,20.45,18.18,18.18,2.27,5,7,7,6,6,6,0
191,8,1,16,8,20.45,20.45,20.45,18.18,18.18,2.27,5,8,7,7,5,5,0
191,8,1,16,8,20.45,20.45,20.45,18.18,18.18,2.27,8,8,9,8,8,6,1
191,8,1,16,8,20.45,20.45,20.45,18.18,18.18,2.27,7,8,7,7,8,7,1
191,8,1,16,8,20.45,20.45,20.45,18.18,18.18,2.27,8,8,8,8,8,5,1
191,8,1,16,8,20.45,20.45,20.45,18.18,18.18,2.27,5,7,7,7,8,5,0
191,8,1,16,8,20.45,20.45,20.45,18.18,18.18,2.27,5,7,7,6,6,6,0
192,9,1,18,8,19.57,19.57,15.22,17.39,15.22,13.04,3,8,8,4,6,3,0
192,9,1,18,8,19.57,19.57,15.22,17.39,15.22,13.04,4,8,7,6,4,5,0
192,9,1,18,8,19.57,19.57,15.22,17.39,15.22,13.04,7,8,9,3,9,3,0
192,9,1,18,8,19.57,19.57,15.22,17.39,15.22,13.04,6,8,6,7,9,4,0
192,9,1,18,8,19.57,19.57,15.22,17.39,15.22,13.04,4,7,6,6,6,4,0
192,9,1,18,8,19.57,19.57,15.22,17.39,15.22,13.04,7,7,8,8,6,4,1
192,9,1,18,8,19.57,19.57,15.22,17.39,15.22,13.04,7,7,8,8,6,4,1
192,9,1,18,8,19.57,19.57,15.22,17.39,15.22,13.04,7,7,6,5,6,3,0
192,9,1,18,8,19.57,19.57,15.22,17.39,15.22,13.04,3,8,7,6,7,3,0
192,9,1,18,8,19.57,19.57,15.22,17.39,15.22,13.04,5,7,6,5,5,6,0
193,10,1,20,8,20.93,16.28,23.26,16.28,11.63,11.63,3,9,7,5,6,6,0
193,10,1,20,8,20.93,16.28,23.26,16.28,11.63,11.63,5,8,8,6,8,9,1
193,10,1,20,8,20.93,16.28,23.26,16.28,11.63,11.63,6,9,9,3,9,6,0
193,10,1,20,8,20.93,16.28,23.26,16.28,11.63,11.63,6,8,8,6,8,7,0
193,10,1,20,8,20.93,16.28,23.26,16.28,11.63,11.63,3,9,9,6,10,9,0
193,10,1,20,8,20.93,16.28,23.26,16.28,11.63,11.63,9,9,9,8,8,8,1
193,10,1,20,8,20.93,16.28,23.26,16.28,11.63,11.63,7,8,8,6,7,8,1
193,10,1,20,8,20.93,16.28,23.26,16.28,11.63,11.63,8,10,8,6,9,9,1
193,10,1,20,8,20.93,16.28,23.26,16.28,11.63,11.63,3,9,7,6,8,6,0
193,10,1,20,8,20.93,16.28,23.26,16.28,11.63,11.63,6,8,7,7,6,6,0
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,7,8,6,7,8,3,0
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,9,8,7,7,7,5,0
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,7,8,8,7,9,5,1
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,8,8,9,6,8,5,1
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,6,7,7,6,7,4,0
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,8,6,7,6,7,6,1
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,9,5,6,7,6,5,1
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,9,7,8,6,8,6,1
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,9,8,9,9,9,6,1
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,9,8,9,8,7,6,1
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,9,7,8,8,6,6,1
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,10,9,8,8,6,6,1
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,7,8,8,5,7,5,0
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,10,8,8,8,8,6,1
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,8,9,8,7,8,6,1
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,7,8,8,7,8,6,0
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,9,8,8,8,8,7,1
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,8,7,7,6,8,6,1
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,9,9,9,8,8,6,1
214,1,1,2,9,17.02,21.28,17.02,21.28,14.89,8.51,8,8,8,7,9,6,1
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,3,4,4,3,3,4,0
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,5,9,8,9,7,9,1
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,5,8,5,3,3,3,0
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,7,9,9,6,7,4,1
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,3,7,5,6,5,4,0
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,5,6,6,5,6,6,1
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,8,7,7,8,6,6,1
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,6,8,9,5,8,5,0
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,3,7,7,5,5,4,0
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,6,8,7,4,5,5,0
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,6,7,7,7,6,6,1
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,6,8,8,3,6,2,0
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,6,8,7,7,8,6,0
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,8,7,4,9,4,5,1
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,7,7,5,7,7,5,1
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,4,5,6,5,8,5,0
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,7,8,7,7,7,7,1
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,7,7,8,4,6,6,1
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,6,8,7,7,8,6,1
215,2,1,4,9,14.89,19.15,21.28,19.15,14.89,10.64,4,8,4,5,4,6,0
216,3,1,6,9,7.5,17.5,20,22.5,12.5,20,5,5,7,5,5,5,0
216,3,1,6,9,7.5,17.5,20,22.5,12.5,20,7,7,9,8,8,4,1
216,3,1,6,9,7.5,17.5,20,22.5,12.5,20,7,6,9,7,7,6,0
216,3,1,6,9,7.5,17.5,20,22.5,12.5,20,6,8,8,6,6,3,0
216,3,1,6,9,7.5,17.5,20,22.5,12.5,20,8,8,8,8,8,7,1
216,3,1,6,9,7.5,17.5,20,22.5,12.5,20,8,7,7,6,7,5,1
216,3,1,6,9,7.5,17.5,20,22.5,12.5,20,8,8,8,8,8,5,1
216,3,1,6,9,7.5,17.5,20,22.5,12.5,20,9,9,9,9,9,9,1
216,3,1,6,9,7.5,17.5,20,22.5,12.5,20,9,9,9,9,9,9,1
216,3,1,6,9,7.5,17.5,20,22.5,12.5,20,9,9,9,9,9,9,1
216,3,1,6,9,7.5,17.5,20,22.5,12.5,20,7,10,10,10,10,5,0
216,3,1,6,9,7.5,17.5,20,22.5,12.5,20,7,8,7,8,7,5,1
216,3,1,6,9,7.5,17.5,20,22.5,12.5,20,5,10,8,7,5,5,0
216,3,1,6,9,7.5,17.5,20,22.5,12.5,20,10,10,10,10,8,8,1
